3140
qstr_Next_Page Next_Page
qstr_Good_to_see_you_{pla Good_to_see_you,_{playername}._Lord_Faergwethanir_spoke_highly_of_you_just_yesterday.
qstr_Hunting_down_forest_ Hunting_down_forest_bandits_is_utterly_boring._What_a_welcome_surprise_to_meet_such_a_civilized_member_of_the_human_race_as_you_in_our_forests,_{playername}.
qstr_Salinohaei_{playernam Salinohaei,_{playername}._Good_thing_I_recognized_you._Otherwise_you_would_now_lie_in_a_ditch_with_an_arrow_piercing_your_heart._How_do_your_people_put_it?_Ah_yes,_old_habits_die_hard.
qstr_Adar_lir_Hieth!_It_i Adar_lir_Hieth!_It_is_good_to_see_you,_{playername}.
qstr_{playername}_unafae_ {playername}_unafae_Mael,_vi_Drael_vae_lunor_sivensi_Nael!
qstr_Relvir_niae_Jatue_ae Relvir_niae_Jatue_aeneluth_vae_Noldor_valneori_daneth.
qstr__Hai!_Dreth_Ael_Nold _Hai!_Dreth_Ael_Noldor!
qstr__Bah!_Noldor_Draleri _Bah!_Noldor_Dralerion_vae_savensir_luith_Drae!_Begone_outlander!
qstr__Hai!_Ael_vae_bandra _Hai!_Ael_vae_bandrae?_Bah!
qstr__You_Humans_are_like _You_Humans_are_like_an_infestation_of_maggots!
qstr__Tell_me_Human_do_yo _Tell_me_Human,_do_you_get_tired_of_challenging_us?_As_I_get_weary_of_putting_you_in_your_place!
qstr__There_are_so_few_of _There_are_so_few_of_you._And_I_was_hoping_that_this_would_be_interesting._Pity!
qstr__You_are_not_welcome _You_are_not_welcome_here._Begone!
qstr__Come..._join_the_sw _Come..._join_the_sweet_embrace_of_the_sisters_of_eternity!
qstr__Your_fame_runs_befo _Your_fame_runs_before_you_{playername},_join_us_for_dinner!
qstr__Hail_great_{playern _Hail_great_{playername},_there_is_no_need_for_alarm,_come_sit_with_us_and_be_enlightened!
qstr__Hail_and_well_met_f _Hail_and_well_met_friend._What_say_we..._ah..._er..._oh_to_hell_with_it!_Prepare_to_fight!
qstr__Hmm_you_are_not_the _Hmm,_you_are_not_the_type_of_encounter_I_was_looking_for,_but_with_enough_ale..._well..._hmm..._maybe_not._Draw_your_sword,_swine!
qstr__You!_Yeah_you!_What _You!_Yeah_you!_What_are_you_looking_at?_Are_you_making_fun_of_me?_I'll_teach_you_to_laugh!
qstr__I_have_taken_a_vow_ _I_have_taken_a_vow_to_pit_my_strength_against_the_finest_warriors_of_all_of_Pendor._Until_I_find_them,_I_guess_I'll_settle_for_you.
qstr__Well_well!_Just_loo _Well_well!_Just_look_what_the_cat_dragged_in!_Care_to_test_your_arms?
qstr__Ah!_Hey!_Hey!_A_lit _Ah!_Hey!_Hey!_A_little_something_to_liven_up_our_day_troops!_Lets_have_at_it!
qstr__I_have_sworn_to_con _I_have_sworn_to_conquer_everyone_I_meet._You_do_not_look_like_much_of_a_challenge..._but_a_vow_is_a_vow.
qstr__We_came_here_to_mak _We_came_here_to_make_our_fortunes._Looting_your_bodies_will_certainly_aid_us_in_that.
qstr__It_won_t_do_much_fo _It_won't_do_much_for_our_prestige_to_fight_you._But_we_can_use_the_gold_we_receive_for_selling_you!
qstr__We_have_not_killed_ _We_have_not_killed_any_Pendorians_for_almost_a_day._Thank_you_for_giving_us_an_opportunity_to_kill_more!
qstr__We_of_Mettenheim_ne _We_of_Mettenheim_never_pass_up_a_challenge._Are_you_ready_to_die_today?
qstr__Look_Girls_some_fre _Look_Girls,_some_fresh_candidates_for_gelding!_Try_to_take_all_the_men_alive!
qstr__You_challenge_the_V _You_challenge_the_Veccavi,_fool?_You_shall_learn_the_error_of_your_ways!_
qstr__You_risk_both_your_ _You_risk_both_your_lives_and_your_manhoods_by_challenging_us,_you_know._Be_warned!
qstr_Men!_Another_Pendori Men!_Another_Pendorian_wishes_to_challenge_us_-_let_us_show_{reg63?him:her}_the_valor_of_the_Melitine_soldiers!
qstr_Have_you_ever_seen_t Have_you_ever_seen_the_charge_of_Melitine_Griwbanars?_Rarely_has_anyone_seen_it_twice_and_lived.
qstr_We_are_on_a_lookout_ We_are_on_a_lookout_for_suitable_landing_beaches_and_provisions._Stay_clear_and_live.
qstr_A_price_has_been_put A_price_has_been_put_on_your_head,_and_we_are_here_to_collect!
qstr_You_have_made_powerf You_have_made_powerful_enemies,_friend._They_pay_well..._too_bad_for_you.
qstr_You_look_pretty_good You_look_pretty_good..._for_a_dead_{reg63?man:woman}!
qstr_It_is_your_destiny_t It_is_your_destiny_to_end_your_days_chained_to_the_oars_of_a_slave_galley._It_is_my_destiny_to_make_a_tidy_profit_putting_you_there.
qstr__Hail_outland_scum._ _Hail,_outland_scum._Today,_at_my_hands,_you_shall_greet_the_lord_of_death.
qstr__How_opportune_that_ _How_opportune_that_we_meet_here_today_-_the_vultures_who_follow_me_are_hungry.
qstr__We_have_come_to_plu _We_have_come_to_plunder_this_land!_Stand_aside_or_die!
qstr__If_you_must_die_thi _If_you_must_die_this_day_outlander,_keep_your_sword_in_your_hand_to_prove_you_had_a_warriors_death!
qstr__May_your_death_be_g _May_your_death_be_glorious!
qstr__We_have_come_to_del _We_have_come_to_deliver_the_salvation_from_the_mistress!_Stand_aside_or_die!
qstr__You_look_like_a_wor _You_look_like_a_worthy_sacrifice_to_our_beloved_mistress!
qstr__So_YOU_are_the_snak _So_YOU_are_the_snake_hater?_You_look_like_food_to_me!
qstr_Snakes..._I_hate_sna Snakes..._I_hate_snakes..._except_for_belts_and_boots..._which_are_you?
qstr_I_promise_that_I_wil I_promise_that_I_will_burn_every_last_snake_I_can_find.
qstr__We_are_taking_back_ _We_are_taking_back_what_you_nobles_have_stolen_from_us!
qstr__Get_{reg63?him:her} _Get_{reg63?him:her}_Lads!_Hang_{reg63?him:her}_from_that_oak_over_there_as_a_message_to_all_the_highborns_that_we_have_had_enough!
qstr__At_{reg63?him:her}_ _At_{reg63?him:her}_lads!_Strip_{reg63?his:her}_body_and_feed_it_to_the_dogs!
qstr__We_are_taking_back_t _We_are_taking_back_the_land_for_the_people!_<hic>!
qstr__You_got_ale?_We_are _You_got_ale?_We_are_running_low_and_ya_know.._can't_run_an_army_without_ale!
qstr__Wanna_drink?_Or_may _Wanna_drink?_Or_maybe_you_want_to_fight_sober?
qstr__Thank_you_{reg63?m_ _Thank_you_{reg63?m'lord:m'Lady},_we_will_be_your_most_loyal_subjects!
qstr__Thank_you_{reg63?m_l _Thank_you_{reg63?m'lord:m'Lady},_take_no_offense,_but_we_are_expected_elsewhere.
qstr_we_have_made_very_li we_have_made_very_little_progress_so_far
qstr_we_have_succeeded_in we_have_succeeded_in_gaining_some_ground,_but_we_still_have_a_long_way_to_go
qstr_we_have_become_a_sig we_have_become_a_significant_force,_and_we_have_an_even_chance_of_victory
qstr_we_are_winning_the_w we_are_winning_the_war,_but_our_enemies_are_still_holding_on.
qstr_we_are_on_the_verge_ we_are_on_the_verge_of_victory._The_remaining_enemies_pose_no_threat,_but_we_still_need_to_hunt_them_down.
qstr_My_weapon_slot_upgra My_weapon_slot_upgrades_are_as_follows:^{s15}
qstr_Is_this_satisfactory Is_this_satisfactory?
qstr_Select_the_type_of_i Select_the_type_of_item_for_slot_{reg1}.
qstr_This_companion_will_ This_companion_will_now_be_placed_at_the_last_place_in_the_party_each_time_a_battle_starts.
qstr_husband husband
qstr_brother brother
qstr_father father
qstr_{!}current_town_was_ {!}current_town_was_{reg1},_now_moved_to_{s7}
qstr__{s12}_were_hired_by _{s12}_were_hired_by_{reg63?King:Queen}_{playername}!
qstr_{s11}_is_upset. {s11}_is_upset.
qstr_{s12}_is_upset. {s12}_is_upset.
qstr_It_is_good_to_have_a It_is_good_to_have_a_trusted_companion._
qstr_It_is_good_to_know_t It_is_good_to_know_that_you_two_are_getting_along_so_well._
qstr_Excellent_news_I_was Excellent_news,_I_was_worried_that_there_would_be_bickering._
qstr_That_is_good_to_hear That_is_good_to_hear.
qstr_It_is_good_that_some It_is_good_that_someone_has_your_back._
qstr_I_am_glad_you_approv I_am_glad_you_approve_and_get_along_so_well.
qstr_{playername}_when_we {playername},_when_we_started_our_long_walk,_few_people_had_the_courage_to_support_me._And_fewer_still_would_be_willing_to_put_their_lives_at_risk_for_my_cause._But_you_didn't_hesitate_for_a_moment_in_throwing_yourself_at_my_enemies._We_have_gone_through_a_lot_together,_and_there_were_times_I_came_close_to_losing_all_hope._But_with_God's_help,_we_prevailed._It_is_now_time_for_me_to_leave_your_company_and_take_what's_rightfully_mine._From_now_on,_I_will_carry_out_the_great_responsibility_of_ruling_{s3}._There_still_lie_many_challanges_ahead_and_I_count_on_your_help_in_overcoming_those._And_of_course,_you_will_always_remain_as_my_foremost_vassal.
qstr_Here_are_the_results Here_are_the_results_of_the_physical_training:
qstr_Strength Strength
qstr_Agility Agility
qstr_{s14}^__Increased_th {s14}^-_Increased_their_{s15}_by_{reg1}_to_{reg2}
qstr_I_am_sorry_there_wer I_am_sorry,_there_were_no_changes_to_their_Strength_and_Agility.
qstr_Here_s_what_happened Here's_what_happened_with_the_weapon_proficiencies:
qstr_One_handed One-handed
qstr_Two_handed Two-handed
qstr_Polearm Polearm
qstr_Archery Archery
qstr_Throwing Throwing
qstr_Firearm Firearm
qstr_{s14}^__{s15}_profic {s14}^-_{s15}_proficiency_increased_by_{reg1}_to_{reg2}
qstr_I_am_sorry_there_were I_am_sorry,_there_were_no_changes_to_their_weapon_proficiencies.
qstr_The_skills_were_incr The_skills_were_increased_as_follows:
qstr_Horse_archery Horse_archery
qstr_Riding Riding
qstr_Athletics Athletics
qstr_Power_Draw Power_Draw
qstr_Power_Throw Power_Throw
qstr_Power_Strike Power_Strike
qstr_Ironflesh Ironflesh
qstr_{s14}^__{s15}_skill_ {s14}^-_{s15}_skill_increased_by_{reg1}_to_{reg2}
qstr_I_am_sorry_there_were_ I_am_sorry,_there_were_no_changes_to_their_skills.
qstr_Find_and_speak_with_{ Find_and_speak_with_{s3}_of_{s4}_to_give_him_your_oath_of_homage.
qstr__We_will_of_course_n _We_will_of_course_need_to_wait_until_the_realm_is_no_longer_on_campaign.
qstr_^^_The_defeated_lord ^^(The_defeated_lord_genuinely_admires_both_you_and_your_kingdom)
qstr_^^_You_have_a_feelin ^^(You_have_a_feeling_that_the_defeated_lord_almost_likes_your_kingdom)
qstr_^^_The_defeated_lord_ ^^(The_defeated_lord_eyes_you_cautiously)
qstr_^^_The_defeated_lord_l ^^(The_defeated_lord_looks_at_you_hatefully)
qstr_I_am_{s4}_the_ruler_ I_am_{s4},_the_ruler_of_{s6}
qstr_I_am_{s4}_a_vassal_o I_am_{s4},_a_vassal_of_{s6}
qstr_{s9}{reg5?_and_the_l {s9}{reg5?_and_the_lord_of_{s8}.:.
qstr_You_have_decided_whi You_have_decided_which_of_the_suspects_is_guilty_and_now_it_is_time_to_confront_the_murderer.
qstr_You_have_wrongfully_ You_have_wrongfully_accused_{s60},_talk_to_the_Ghost_Lady_again.
qstr__{s49}_{s50} _{s49}_{s50}
qstr_{s13}_asked_you_to_g {s13}_asked_you_to_gather_{reg3}_heads_of_cattle_and_deliver_them_back_to_him.
qstr_{s9}_asked_you_to_sc {s9}_asked_you_to_scout_{s13},_{s14}_and_{s15},_then_report_back.
qstr_shall_we shall_we
qstr_{!}DEBUG_:_result_fo {!}DEBUG_:_result_for_political_is_{reg3}
qstr_you you
qstr_{!}DEBUG_:_result_for {!}DEBUG_:_result_for_new_liege_:_{reg31}
qstr_{!}DEBUG_:_result_for_ {!}DEBUG_:_result_for_old_liege_:_{reg32}
qstr_You_are_challenging_ You_are_challenging_me_to_a_duel?_How_droll!_As_you_wish,_{playername},_it_will_be_good_sport_to_bash_your_head_in.
qstr_{s16}_and_{s17} {s16}_and_{s17}
qstr_{!}{s16}_{s17} {!}{s16},_{s17}
qstr_Very_well_I_will_acc Very_well,_I_will_accept_you_back_into_my_ranks,_if_you're_ready_to_swear_your_solemn_oath_once_more.
qstr_A_pardon_will_only_b A_pardon_will_only_be_possible_if_you_are_willing_to_cede_{s17}_to_me._Do_you_agree_to_my_terms?
qstr_No._There_is_no_chan No._There_is_no_chance_of_peace_between_us,_I_am_not_interested.
qstr_{reg36}x_{s0}_have_jo {reg36}x_{s0}_have_joined_your_party._You_have_noticed_Kaverra's_smile._Deadly_one_...
qstr_{reg36}x_{s0}_have_joi {reg36}x_{s0}_have_joined_your_party.
qstr__Perhaps_but_I_prefe _Perhaps,_but_I_prefer_not_to_spread_gossip.
qstr__I_am_a_prisoner_how _I_am_a_prisoner,_how_could_I_possibly_know_of_any_news?
qstr_{!}DEBUG_:_Initiativ {!}DEBUG_:_Initiative_{reg4},_helpfulness_{reg5}
qstr_{!}DEBUG____ai_behav {!}DEBUG_--_ai_behavior:_{reg0},_ai_object:_{reg1}
qstr_I_would_even_pay_you I_would_even_pay_you_some_extra,_but_I_don't_have_any_gold_with_me_at_the_moment._Do_have_a_deal?
qstr_I_am_even_willing_to I_am_even_willing_to_pay_you_{reg61}_denars_in_addition!_So,_is_this_a_deal?
qstr_Our_marshal_{s1} Our_marshal,_{s1}
qstr_{s11}_and_{s12} {s11}_and_{s12}
qstr_{!}{s11}_{s12} {!}{s11},_{s12}
qstr_We_are_not_at_war_wi We_are_not_at_war_with_anyone.
qstr_We_are_at_war_with_{ We_are_at_war_with_{s12}.
qstr_go_on_the_offensive_ go_on_the_offensive_now.
qstr_act_to_defend_our_la act_to_defend_our_lands.
qstr_take_more_time_to_ga take_more_time_to_gather_the_army.
qstr_nowhere nowhere
qstr_I_accept_oaths_only_ I_accept_oaths_only_from_those_I_can_trust_to_keep_them,_{playername}.
qstr_I_accept_oaths_only_f I_accept_oaths_only_from_those_who_have_no_stolen_fiefs,_{playername}.
qstr_You_promised_to_help You_promised_to_help_{s13}_claim_the_throne_of_{s14}.
qstr_What_do_you_say_to_e What_do_you_say_to_entering_the_service_of_{s9}_as_a_mercenary_captain?_I_have_no_doubt_that_you_would_be_up_to_the_task.
qstr_{s9}_asked_you_to_ta {s9}_asked_you_to_take_a_message_to_{s13}._{s13}_was_believed_to_be_at_{s4}_when_you_were_given_this_quest.
qstr_{s9}_asked_you_to_tak {s9}_asked_you_to_take_a_message_to_{s13}_of_{s15}._{s13}_was_believed_to_be_at_{s4}_when_you_were_given_this_quest.
qstr_{s11}_asked_you_to_e {s11}_asked_you_to_escort_his_{s17}_{s13}_to_{s14}.
qstr_{s13}_asked_you_to_d {s13}_asked_you_to_deal_with_the_bandits_who_are_occupying_the_village_of_{s15}_and_then_report_back_to_him.
qstr_{s9}_asked_you_to_ra {s9}_asked_you_to_raise_{reg1}_{s14}_and_bring_them_to_him.
qstr_{s9}_asked_you_to_co {s9}_asked_you_to_collect_taxes_from_{s3}._He_offered_to_leave_you_one-fifth_of_all_the_money_you_collect_there.
qstr_{s9}_asked_you_to_hu {s9}_asked_you_to_hunt_down_a_fugitive_named_{s4}._He_is_currently_believed_to_be_at_{s3}.
qstr_{s9}_asked_you_to_as {s9}_asked_you_to_assassinate_a_local_merchant_at_{s3}.
qstr_{s9}_has_asked_you_t {s9}_has_asked_you_to_meet_with_a_spy_in_{s13}.
qstr_{s11}_asked_you_to_f {s11}_asked_you_to_follow_the_spy_that_will_leave_{s12}._Be_careful_not_to_let_the_spy_see_you_on_the_way,_or_he_may_get_suspicious_and_turn_back._Once_the_spy_meets_with_his_accomplice,_you_are_to_capture_them_and_bring_them_back_to_{s11}.
qstr_{s11}_asked_you_to_c {s11}_asked_you_to_capture_a_lord_from_{s13},_any_lord,_and_then_drag_your_victim_back_to_{s11}_for_safekeeping.
qstr_{s9}_asked_you_to_le {s9}_asked_you_to_lend_your_companion_{s3}_to_him_for_a_week.
qstr_{s9}_asked_you_to_col {s9}_asked_you_to_collect_the_debt_of_{reg4}_denars_{s3}_owes_to_him._{s3}_was_at_{s4}_when_you_were_given_this_quest.
qstr_{s11}_gave_you_a_fak {s11}_gave_you_a_fake_letter_to_fool_{s13}_into_banishing_his_vassal_{s16}._You_are_to_go_near_{s14},_give_the_letter_to_one_of_your_{s15}_and_send_him_into_the_town_as_a_messenger,_believing_his_orders_to_be_genuine.
qstr_{s9}_has_requested_y {s9}_has_requested_you_to_bring_him_{reg1}_{s3}_as_prisoners.
qstr_Lend_your_experience Lend_your_experienced_surgeon_{s3}_to_{s1}.
qstr_{!}DEBUG____{reg4}_h {!}DEBUG_--_{reg4}_hours_since_last_feast_for_{s4}
qstr_Then_take_it_with_my Then_take_it,_with_my_eternal_thanks._You_are_a_noble_{reg63?man:woman}._I_will_never_forget_that_you_helped_me_in_my_time_of_need.
qstr_Forgive_me_{playerna Forgive_me,_{playername},_but_I_must_insist_you_accept_it._The_money_means_little_to_me,_and_I_owe_you_so_much._Here,_take_it,_and_let_us_speak_no_more_of_this.
qstr_{playername}_what_a_ {playername},_what_a_dear_{reg63?man:woman}_you_are,_but_I_will_not_allow_you_to_refuse_this._I_owe_you_far_more_than_I_can_say,_and_I_am_sure_you_can_put_this_money_to_far_better_use_than_I.
qstr_{s11}_asked_you_to_r {s11}_asked_you_to_rescue_her_{s17},_{s13},_from_{s14}_by_switching_clothes_and_taking_his_place_in_prison.
qstr_{s11}_asked_you_to_re {s11}_asked_you_to_rescue_her_{s17},_{s13},_from_{s14}.
qstr_{s11}_asked_you_to_d {s11}_asked_you_to_deliver_a_message_to_{s13},_who_is_imprisoned_at_{s14}.
qstr_You_agreed_to_challe You_agreed_to_challenge_{s13}_to_defend_{s11}'s_honor.
qstr_{s5}__Persuasion_str {s5}_(Persuasion_strength:_{reg5})
qstr_Persuasion_Attempt Persuasion_Attempt
qstr_purchase_{s10} purchase_{s10}
qstr_replace_the_{s9}_wit replace_the_{s9}_with_{s10}
qstr_Your_entire_party_is Your_entire_party_is_happier.
qstr_Do_NOT_train_garriso Do_NOT_train_garrison.
qstr_Start_training_garri Start_training_garrison.
qstr_{reg8?{reg8}:no}_oth {reg8?{reg8}:no}_other_{s14}_order{reg7?s:}_currently_established,_{reg63?m'Lord:m'Lady}
qstr_You_can_train_a_^{s7 You_can_train_a_^{s7}^and_{s8}^You_have_{reg29}_Prestige_available_and_with_an_Honor_of_{reg4},^Knight_Honor_troops_will_cost_{reg2}_Prestige,_while_Sergeant_troops_will_cost_{reg3}_Prestige.
qstr_Order_of_the_Dragon Order_of_the_Dragon
qstr_Order_of_the_Lion Order_of_the_Lion
qstr_Immortals_Chapter Immortals_Chapter
qstr_Windriders_Chapter Windriders_Chapter
qstr_Valkyrie_Sisterhood Valkyrie_Sisterhood
qstr_Order_of_the_Griffon Order_of_the_Griffon
qstr_Order_of_the_Falcon Order_of_the_Falcon
qstr_Order_of_the_Raven_S Order_of_the_Raven_Spear
qstr_Order_of_the_Radiant Order_of_the_Radiant_Cross
qstr_Order_of_the_Clarion Order_of_the_Clarion_Call
qstr_Order_of_the_Dawn Order_of_the_Dawn
qstr_Order_of_the_Ebony_G Order_of_the_Ebony_Gauntlet
qstr_Order_of_the_Shadow_ Order_of_the_Shadow_Legion
qstr_Order_of_the_Silverm Order_of_the_Silvermist_Rangers
qstr_Order_of_Eventide Order_of_Eventide
qstr_Order_of_the_Phoenix Order_of_the_Phoenix
qstr_Order_of_the_Shadow_W Order_of_the_Shadow_Wolves
qstr_Order_of_the_Scorpio Order_of_the_Scorpion_Assassins
qstr_Order_of_the_Kraken_ Order_of_the_Kraken_Cultists
qstr_{s9}__from_{s8}_ {s9}_(from_{s8})
qstr_Your_whole_party_is_ Your_whole_party_is_happier.
qstr__You_begin_entertain _You_begin_entertaining_in_the_Tavern_and_receive_{reg1}_gold.
qstr_{!}{s52}___{s53}^{s5 {!}{s52}_-_{s53}^{s54}
qstr_{s54} {s54}
qstr_Quigfen_of_Laria_ask Quigfen_of_Laria_asked_you_to_destroy_the_marauding_Jatu_army_in_the_Laria_woods.
qstr__{reg25}x_Noldor_War _{reg25}x_Noldor_Warrior_have_joined_your_party.
qstr__{reg26}x_Noldor_Ran _{reg26}x_Noldor_Ranger_have_joined_your_party.
qstr__{reg27}x_Noldor_Mai _{reg27}x_Noldor_Maiden_Ranger_have_joined_your_party.
qstr__{reg28}x_Noldor_Nob _{reg28}x_Noldor_Noble_have_joined_your_party.
qstr__{reg29}x_Noldor_Twi _{reg29}x_Noldor_Twilight_Knight_have_joined_your_party.
qstr__The_Goddess_of_Fate _The_Goddess_of_Fate_smiles_upon_you,_my_friend!_In_a_recent_northern_raid,_my_colleagues_managed_to_capture_{reg7}_Bearclaw_Berserkers_that_I_might_be_willing_to_sell_to_you_for_{reg41}_denars.
qstr__This_must_be_your_l _This_must_be_your_lucky_day,_my_friend!_In_a_recent_Northern_trip,_I_purchased_{reg7}_Ravenstern_Highlanders_that_I_might_be_willing_to_sell_them_to_you_for_{reg41}_denars.
qstr__This_must_be_your_lu _This_must_be_your_lucky_day,_my_friend!_In_a_recent_Southern_trip,_I_purchased_{reg7}_Omen_Seekers_from_a_Singalian_raiding_party._I_would_be_willing_to_sell_them_to_you_for_{reg41}_denars.
qstr__This_may_be_your_lu _This_may_be_your_lucky_day,_friend._I_have_{reg7}_warriors_from_distant_Melitine_that_I_am_trying_to_unload._They_will_follow_you_for_{reg41}_denars.
qstr__It_seems_that_I_hav _It_seems_that_I_have_too_many_laborers_on_my_hands,_and_no_way_to_feed_them._If_you_are_interested,_I_have_{reg7}_Refugees_that_would_be_happy_to_exchange_their_current_lot_to_serve_you_for_{reg41}_denars.
qstr__Unfortunately_I_hav _Unfortunately_I_have_been_stuck_with_some_prisoners_who_are_not_fitting_as_pleasure_slaves_and_not_worth_much_else_unless_it_be_to_bash_my_brains_in_at_the_first_opportunity._If_you_are_interested,_I_have_{reg7}_Maiden_Scouts_that_would_be_happy_to_exchange_their_current_lot_to_serve_you_for_{reg41}_denars.
qstr__My_bad_luck_has_sad _My_bad_luck_has_saddled_me_with_a_small_company_of_{reg7}_Singalian_Foreign_Spearmen_who_are_in_my_employ._Due_to_some_bad_business_ventures,_I_cannot_pay_them._For_{reg41}_denars,_I_can_order_them_to_follow_you._Interested?
qstr__My_bad_luck_has_sadd _My_bad_luck_has_saddled_me_with_a_small_company_of_{reg7}_Barclay_Aventuriers,_who_are_in_my_employ._Due_to_some_bad_business_ventures,_I_cannot_pay_them._For_{reg41}_denars,_I_can_order_them_to_follow_you._Are_you_interested?
qstr__This_must_be_your_luc _This_must_be_your_lucky_day!_I_employ_{reg7}_formidable_soldiers_from_distant_Mettenheim,_but_I_don't_need_them_anymore._For_{reg41}_denars,_I_can_order_them_to_follow_you._Interested?
qstr__Through_some_shall_ _Through_some,_shall_we_say,_sub-optimal_business_decisions,_I_have_{reg7}_armed_Squires,_that_I_am_unable_to_neither_ransom_nor_feed._For_{reg41}_gold,_I_am_sure_they_would_leave_their_current_situation_and_serve_you._Do_we_have_a_deal?
qstr__My_bad_luck_has_saddl _My_bad_luck_has_saddled_me_with_a_small_company_of_{reg7}_Bounty_Hunters_who_are_in_my_employ._Due_to_unforseen_events,_I_am_unable_to_pay_them._For_{reg41}_denars,_I_can_order_them_into_your_service._Is_this_of_interest_to_you?
qstr__My_bad_luck_just_ha _My_bad_luck_just_has_no_end._I_have_tried_to_ransom_a_good_fellow,_{s1}_,who_had_some_misfortune_on_the_road._The_Order_refused_to_pay_a_ransom_and_he_certainly_is_worth_more_than_a_Galley_Slave._Perhaps_for_{reg41}_denars_you_could_take_him_off_my_hands._I_am_sure_he_would_follow_you_in_your_journey.
qstr__Should_my_bad_luck_ _Should_my_bad_luck_continue,_I_will_be_out_of_business._I_recently_acquired_a_fellow_who_was_captured_and_it_seems_that_he_is_some_sort_of_outcast_as_his_people_are_not_willing_to_ransom_him._He_is_fairly_dangerous,_I_must_warn_you._He_is_an_elf,_you_see,_and_they_can_be..._unpredictable._We_have_a_deal._He_gets_half_of_the_gold_that_I_sell_him_for_as_long_as_he_is_able_to_fight._He_is_some_kind_of_tracker_I_think,_maybe_a_warrior,_it_is_hard_to_tell._Would_you_be_interested_in_taking_him_into_your_company_and_paying_me_{reg41}_for_my_trouble?_
qstr__It_has_been_my_misf _It_has_been_my_misfortune_to_have_recently_captured_{reg7}_Maiden_Adventurers_as_they_tried_to_free_one_of_their_friends_from_an_associate's_slave_galley._While_these_Maidens_could_have_had_possible_futures_as_pleasure_slaves,_their_martial_training_makes_them_much_too_dangerous_for_so_delicate_a_role._Perhaps_you_can_take_them_in,_and_put_their_aggressive_tendencies_to_more_constructive_work_for,_say,_{reg41}_denars?_
qstr__No_I_have_no_room_i _No,_I_have_no_room_in_my_party.
qstr__No_I_am_not_interes _No,_I_am_not_interested.
qstr_{reg34}_Mercenaries_ {reg34}_Mercenaries_have_joined_your_party.
qstr__Search_Rane_for_a_h _Search_Rane_for_a_hidden_chest_or_cache_of_treasure.
qstr__Search_Valonbray_fo _Search_Valonbray_for_a_hidden_chest_or_cache_of_treasure
qstr__Search_for_a_bandit _Search_for_a_bandit_treasure_cache_near_{s9}!
qstr__You_work_several_ho _You_work_several_hours_tending_to_your_patient_and_are_paid_{reg1}_denars_for_your_trouble.
qstr_a_hidden_outpost_far a_hidden_outpost_far_from_here
qstr_It_just_so_happens_I It_just_so_happens_I_outfit_many_lords,_many_of_whom_wear_regal-like_adornments._I_also_happen_to_be_one_of_the_finest_seamstresses_in_the_entire_land._For_a_small_price_I_can_fashion_you_a_glorious_cape_to_match_your_armor.
qstr_Well_as_it_so_happen Well,_as_it_so_happens,_bandits_or_those_rapscallion_Red_Brotherhood_have_been_sacking_caravans_from_merchants_I_purchase_silk_from._If_it_causes_you_no_worry,_if_you_are_interested,_would_you_be_willing_to_part_ways_with_your_cape_so_I_may_complete_other_orders?_I_would_pay_you_for_your_troubles_of_course._Considering_my_talents,_if_you_decide_to_change_your_mind_after_our_transaction,_I_should_be_able_to_form_you_another_cape_with_previous_ones_you_have_sold_to_me.
qstr_I_have_already_shown I_have_already_shown_you_the_location_of_the_mines_of_Al-Aziz,_there_is_nothing_else_I_have_to_trade_to_you_besides_my_books!
qstr_I_can_show_you_where I_can_show_you_where_the_hidden_mines_of_Al-Aziz_are_located_in_exchange_for_a_Large_Pouch_of_Diamonds.^_I_will_show_you_on_your_map_so_you_can_enter_and_explore_it.
qstr_Oh!_Yes_that_s_right Oh!_Yes,_that's_right._Too_much_strong_drink_has_affected_my_memory._Who_are_you_again?
qstr_I_do_not_have_such_a I_do_not_have_such_a_gems_to_trade.
qstr_No_I_am_not_interest No,_I_am_not_interested_in_that_map_at_the_moment.
qstr__You_have_discovered _You_have_discovered_the_hidden_location_of_Al-Aziz!
qstr_^Unfortunately_after ^Unfortunately,_after_three_uses_of_any_combination,_these_wondrous_alchemical_marvels_will_lose_their_potency_on_you_and_their_effects_are_halved.
qstr__Your_Strength_Agili _Your_Strength,_Agility_and_Charisma_have_increased_by_{reg2}.
qstr__Your_weapon_profici _Your_weapon_proficiencies_have_increased_by_{reg3}.
qstr__Your_Intelligence_h _Your_Intelligence_has_been_increased_by_{reg2}.
qstr__{s5}_s_Strength_Agi _{s5}'s_Strength,_Agility_and_Charisma_have_increased!.
qstr__{s5}_s_Intelligence _{s5}'s_Intelligence_has_increased!.
qstr__{s5}_s_weapon_profi _{s5}'s_weapon_proficiencies_has_increased!.
qstr_The_scribe_asked_you The_scribe_asked_you_to_investigate_the_old_tale_of_the_lost_{s54}'s_castle.
qstr_Speak_with_the_villa Speak_with_the_village_elder_to_find_out_more.
qstr_Vorador_further_sugg Vorador_further_suggested_the_valley_is_located_in_the_central_region_of_Pendor,_but_at_the_same_time_is_quite_remote,_which_in_turn_not_many_people_know_about_its_existence._It_seems_to_be_a_good_place_to_establish_a_small_permanent_base.
qstr_The_valley_need_some The_valley_need_some_work_to_make_it_more_hospitable._Skilled_manpower_needs_to_be_organized_and_{s54}_seems_to_be_a_good_place_to_start.
